case:concept:name,concept:name,time:timestamp,people,scene
719,SubmitCommit,2021-08-03 08:45:00,ripper2hl,fork_close
719,OpenPR,2021-08-03 08:48:28,ripper2hl,fork_close
719,ClosePR,2021-08-06 13:51:31,olegz,fork_close
733,OpenPR,2021-08-27 19:48:05,sobychacko,fork_close
733,Revise,2021-08-27 19:50:47,sobychacko,fork_close
733,ClosePR,2021-08-30 12:55:11,olegz,fork_close
740,SubmitCommit,2021-09-08 05:35:53,sobychacko,fork_close
740,OpenPR,2021-09-08 05:36:25,sobychacko,fork_close
740,ClosePR,2021-09-30 09:52:33,olegz,fork_close
755,SubmitCommit,2021-10-08 15:25:47,marcingrzejszczak,unfork_close
755,SubmitCommit,2021-10-13 13:35:55,marcingrzejszczak,unfork_close
755,OpenPR,2021-10-14 10:32:13,marcingrzejszczak,unfork_close
755,ClosePR,2021-10-25 11:30:21,olegz,unfork_close
755,DeleteBranch,2021-10-25 12:47:23,marcingrzejszczak,unfork_close
763,SubmitCommit,2021-11-05 08:53:26,GreenRover,fork_merge
763,OpenPR,2021-11-05 09:02:04,GreenRover,fork_merge
763,MergePR,2021-11-08 10:14:22,olegz,fork_merge
767,SubmitCommit,2021-11-11 19:31:35,msailes,fork_close
767,OpenPR,2021-11-11 19:35:15,msailes,fork_close
767,Revise,2021-11-11 19:38:33,msailes,fork_close
767,IssueComment,2021-11-12 12:07:45,olegz,fork_close
767,ClosePR,2021-11-12 12:08:10,olegz,fork_close
775,SubmitCommit,2021-11-29 22:04:35,spencergibb,fork_close
775,OpenPR,2021-11-29 22:05:54,spencergibb,fork_close
775,ReviewRequested,2021-11-29 22:06:02,spencergibb,fork_close
775,Revise,2021-11-30 21:06:22,spencergibb,fork_close
775,IssueComment,2021-11-30 21:07:52,spencergibb,fork_close
775,IssueComment,2021-11-30 21:53:39,spencergibb,fork_close
775,ClosePR,2021-12-01 07:59:59,olegz,fork_close
782,SubmitCommit,2021-12-10 22:50:28,elefeint,fork_close
782,OpenPR,2021-12-10 22:53:24,elefeint,fork_close
782,ClosePR,2021-12-13 11:58:18,olegz,fork_close
798,SubmitCommit,2022-02-02 17:07:55,artembilan,fork_close
798,OpenPR,2022-02-02 17:08:59,artembilan,fork_close
798,ReviewRequested,2022-02-02 17:09:00,artembilan,fork_close
798,ReviewRequested,2022-02-02 17:09:00,artembilan,fork_close
798,ReviewComment,2022-02-02 18:35:09,onobc,fork_close
798,ReviewComment,2022-02-02 18:36:26,onobc,fork_close
798,ReviewComment,2022-02-02 18:38:58,onobc,fork_close
798,Revise,2022-02-02 19:16:16,artembilan,fork_close
798,ReviewApproved,2022-02-02 19:40:07,onobc,fork_close
798,ReviewApproved,2022-02-03 08:48:03,marcingrzejszczak,fork_close
798,IssueComment,2022-02-07 14:23:39,olegz,fork_close
798,ClosePR,2022-02-07 14:23:42,olegz,fork_close
800,SubmitCommit,2022-02-03 09:29:46,salaboy,fork_merge
800,OpenPR,2022-02-03 09:32:14,salaboy,fork_merge
800,MergePR,2022-02-03 09:33:03,olegz,fork_merge
807,SubmitCommit,2022-02-12 02:29:54,onobc,fork_close
807,OpenPR,2022-02-12 02:31:18,onobc,fork_close
807,ReviewRequested,2022-02-12 02:31:19,onobc,fork_close
807,ReviewComment,2022-02-12 02:39:49,onobc,fork_close
807,ClosePR,2022-02-16 10:05:33,olegz,fork_close
808,SubmitCommit,2022-02-12 16:24:22,onobc,fork_close
808,OpenPR,2022-02-12 16:27:55,onobc,fork_close
808,ReviewRequested,2022-02-12 16:27:58,onobc,fork_close
808,ClosePR,2022-02-16 10:24:01,olegz,fork_close
808,Referenced,2022-02-16 10:30:32,olegz,fork_close
809,SubmitCommit,2022-02-13 11:38:14,rssdev10,fork_close
809,OpenPR,2022-02-13 12:17:50,rssdev10,fork_close
809,IssueComment,2022-02-13 12:17:52,pivotal-cla,fork_close
809,IssueComment,2022-02-13 12:19:50,pivotal-cla,fork_close
809,IssueComment,2022-02-13 14:21:18,olegz,fork_close
809,Revise,2022-02-13 16:09:26,rssdev10,fork_close
809,IssueComment,2022-02-13 19:59:36,rssdev10,fork_close
809,ClosePR,2022-02-15 19:38:40,olegz,fork_close
809,Referenced,2022-02-15 19:40:55,olegz,fork_close
809,ReviewRequested,2022-02-15 19:41:23,olegz,fork_close
810,SubmitCommit,2022-02-13 16:20:02,onobc,fork_close
810,OpenPR,2022-02-13 16:22:05,onobc,fork_close
810,ReviewRequested,2022-02-13 16:22:09,onobc,fork_close
810,ClosePR,2022-02-15 16:12:26,olegz,fork_close
810,Referenced,2022-02-15 16:13:21,olegz,fork_close
811,SubmitCommit,2022-02-13 16:57:57,onobc,fork_close
811,OpenPR,2022-02-13 17:04:24,onobc,fork_close
811,ReviewRequested,2022-02-13 17:04:27,onobc,fork_close
811,ReviewComment,2022-02-13 17:06:39,onobc,fork_close
811,ReviewComment,2022-02-13 17:07:10,onobc,fork_close
811,ReviewComment,2022-02-13 17:08:46,onobc,fork_close
811,ClosePR,2022-02-15 16:01:56,olegz,fork_close
811,Referenced,2022-02-15 16:03:29,olegz,fork_close
813,SubmitCommit,2022-02-19 03:37:16,onobc,fork_close
813,OpenPR,2022-02-19 03:39:27,onobc,fork_close
813,ReviewRequested,2022-02-19 03:39:38,onobc,fork_close
813,ClosePR,2022-02-23 15:03:16,olegz,fork_close
814,SubmitCommit,2022-02-19 06:37:33,onobc,fork_close
814,OpenPR,2022-02-19 06:38:30,onobc,fork_close
814,ReviewRequested,2022-02-19 06:38:31,onobc,fork_close
814,ReviewRequested,2022-02-19 06:38:31,onobc,fork_close
814,ReviewComment,2022-02-19 06:44:08,onobc,fork_close
814,Referenced,2022-02-23 14:44:44,olegz,fork_close
814,ClosePR,2022-02-23 14:45:16,olegz,fork_close
818,SubmitCommit,2022-02-24 11:44:48,FalkWoldmann6232,fork_merge
818,OpenPR,2022-02-24 11:47:09,FalkWoldmann6232,fork_merge
818,IssueComment,2022-02-24 11:47:12,pivotal-cla,fork_merge
818,IssueComment,2022-02-24 11:48:53,FalkWoldmann,fork_merge
818,IssueComment,2022-02-24 11:48:56,pivotal-cla,fork_merge
818,MergePR,2022-03-08 14:14:54,olegz,fork_merge
820,SubmitCommit,2022-03-01 01:49:41,onobc,fork_close
820,OpenPR,2022-03-01 01:52:45,onobc,fork_close
820,IssueComment,2022-03-01 01:54:27,onobc,fork_close
820,ReviewRequested,2022-03-01 01:54:35,onobc,fork_close
820,Revise,2022-03-01 04:36:14,onobc,fork_close
820,ReviewComment,2022-03-01 14:26:03,RouxAntoine,fork_close
820,Revise,2022-03-01 19:54:31,onobc,fork_close
820,IssueComment,2022-03-01 22:47:04,RouxAntoine,fork_close
820,ClosePR,2022-03-08 13:57:45,olegz,fork_close
820,Referenced,2022-03-08 14:14:28,olegz,fork_close
820,DeleteBranch,2022-07-14 01:47:03,onobc,fork_close
826,SubmitCommit,2022-03-13 19:29:02,onobc,fork_close
826,OpenPR,2022-03-13 19:37:25,onobc,fork_close
826,ReviewRequested,2022-03-13 19:37:29,onobc,fork_close
826,ReviewRequested,2022-03-13 19:37:31,onobc,fork_close
826,ReviewComment,2022-03-13 19:38:20,onobc,fork_close
826,ReviewComment,2022-03-13 19:39:17,onobc,fork_close
826,Revise,2022-03-13 19:40:02,onobc,fork_close
826,ReviewRequestRemoved,2022-03-13 23:08:52,onobc,fork_close
826,ReviewComment,2022-03-14 13:40:09,sbrannen,fork_close
826,Revise,2022-03-15 15:11:01,onobc,fork_close
826,ReviewComment,2022-03-15 15:13:02,onobc,fork_close
826,ClosePR,2022-03-23 10:33:58,olegz,fork_close
827,OpenPR,2022-03-14 10:39:54,Twometer,fork_merge
827,IssueComment,2022-03-14 10:39:57,pivotal-cla,fork_merge
827,Revise,2022-03-14 10:41:23,Twometer,fork_merge
827,Revise,2022-03-14 10:41:30,Twometer,fork_merge
827,IssueComment,2022-03-14 10:41:32,pivotal-cla,fork_merge
827,IssueComment,2022-03-16 12:08:38,Twometer,fork_merge
827,MergePR,2022-03-21 13:47:40,olegz,fork_merge
831,SubmitCommit,2022-03-17 19:42:05,rahulmlokurte,fork_close
831,OpenPR,2022-03-17 19:46:39,rahulmlokurte,fork_close
831,IssueComment,2022-03-18 02:15:42,yujinchoi-94,fork_close
831,ClosePR,2022-03-21 13:45:30,olegz,fork_close
831,DeleteBranch,2022-03-22 18:37:11,rahulmlokurte,fork_close
842,OpenPR,2022-03-28 15:31:37,Twometer,fork_close
842,Revise,2022-03-28 15:32:30,Twometer,fork_close
842,Revise,2022-03-28 15:32:37,Twometer,fork_close
842,Referenced,2022-03-29 10:16:11,olegz,fork_close
842,ClosePR,2022-04-01 07:36:58,Twometer,fork_close
846,SubmitCommit,2022-03-31 15:37:33,stefnoten,fork_close
846,OpenPR,2022-03-31 15:44:30,stefnoten,fork_close
846,IssueComment,2022-03-31 15:44:33,pivotal-cla,fork_close
846,IssueComment,2022-03-31 15:46:43,pivotal-cla,fork_close
846,ClosePR,2022-04-01 10:23:28,olegz,fork_close
846,Referenced,2022-04-01 10:24:22,olegz,fork_close
848,SubmitCommit,2022-04-01 01:42:39,testivy,fork_close
848,OpenPR,2022-04-01 01:47:24,testivy,fork_close
848,IssueComment,2022-04-01 01:47:26,pivotal-cla,fork_close
848,IssueComment,2022-04-01 01:48:07,pivotal-cla,fork_close
848,ClosePR,2022-04-01 10:29:21,olegz,fork_close
850,SubmitCommit,2022-04-04 08:20:54,rahulmlokurte,fork_close
850,OpenPR,2022-04-04 08:26:03,rahulmlokurte,fork_close
850,ClosePR,2022-04-21 07:03:26,olegz,fork_close
850,Referenced,2022-04-21 07:04:45,olegz,fork_close
850,DeleteBranch,2022-05-09 17:10:41,rahulmlokurte,fork_close
853,SubmitCommit,2022-04-11 04:10:54,onobc,fork_close
853,OpenPR,2022-04-11 04:11:22,onobc,fork_close
853,ReviewRequested,2022-04-11 04:11:23,onobc,fork_close
853,ReviewComment,2022-04-11 04:12:00,onobc,fork_close
853,ReviewComment,2022-04-11 04:13:18,onobc,fork_close
853,ClosePR,2022-04-21 08:42:21,olegz,fork_close
855,SubmitCommit,2022-04-12 10:32:47,vidourem,fork_close
855,OpenPR,2022-04-12 12:18:03,vidourem,fork_close
855,IssueComment,2022-04-12 12:18:06,pivotal-cla,fork_close
855,IssueComment,2022-04-14 09:24:50,pivotal-cla,fork_close
855,ReviewApproved,2022-04-15 00:26:20,cdurham-life360,fork_close
855,IssueComment,2022-04-15 11:49:11,jason53,fork_close
855,Referenced,2022-04-21 09:03:26,olegz,fork_close
855,ClosePR,2022-04-21 09:22:39,olegz,fork_close
860,SubmitCommit,2022-04-20 09:44:58,Twometer,fork_close
860,OpenPR,2022-04-20 09:45:38,Twometer,fork_close
860,ClosePR,2022-04-21 07:11:58,olegz,fork_close
860,ReviewRequested,2022-04-21 07:13:15,olegz,fork_close
869,SubmitCommit,2022-05-09 17:16:27,rahulmlokurte,fork_close
869,OpenPR,2022-05-09 17:17:35,rahulmlokurte,fork_close
869,Revise,2022-05-09 17:21:44,rahulmlokurte,fork_close
869,IssueComment,2022-05-10 13:24:35,olegz,fork_close
869,IssueComment,2022-05-10 13:25:23,olegz,fork_close
869,ClosePR,2022-05-11 15:40:09,rahulmlokurte,fork_close
869,DeleteBranch,2022-05-11 15:40:19,rahulmlokurte,fork_close
871,SubmitCommit,2022-05-12 18:34:44,artembilan,fork_close
871,OpenPR,2022-05-12 18:35:11,artembilan,fork_close
871,ClosePR,2022-06-07 14:02:25,olegz,fork_close
871,Referenced,2022-06-07 14:51:59,olegz,fork_close
875,SubmitCommit,2022-05-23 18:50:23,ddixit14,fork_merge
875,OpenPR,2022-05-23 18:51:53,ddixit14,fork_merge
875,ReviewRejected,2022-05-23 19:13:32,elefeint,fork_merge
875,Revise,2022-05-25 14:22:29,ddixit14,fork_merge
875,Revise,2022-05-25 14:37:38,ddixit14,fork_merge
875,IssueComment,2022-05-25 14:39:04,ddixit14,fork_merge
875,ReviewComment,2022-05-25 14:48:16,elefeint,fork_merge
875,ReviewRejected,2022-05-25 15:04:42,elefeint,fork_merge
875,Revise,2022-05-25 21:13:00,ddixit14,fork_merge
875,IssueComment,2022-05-25 21:17:02,ddixit14,fork_merge
875,ReviewRejected,2022-05-26 14:04:19,elefeint,fork_merge
875,Revise,2022-05-26 15:20:16,ddixit14,fork_merge
875,IssueComment,2022-05-26 15:22:15,ddixit14,fork_merge
875,ReviewRejected,2022-05-26 15:52:34,elefeint,fork_merge
875,Revise,2022-05-26 16:33:57,ddixit14,fork_merge
875,ReviewApproved,2022-05-26 17:25:09,elefeint,fork_merge
875,MergePR,2022-05-30 11:34:53,olegz,fork_merge
889,SubmitCommit,2022-06-10 18:12:00,atyamlalithya,fork_close
889,SubmitCommit,2022-06-27 19:29:34,atyamlalithya,fork_close
889,SubmitCommit,2022-06-27 19:29:52,atyamlalithya,fork_close
889,OpenPR,2022-06-27 19:38:52,atyamlalithya,fork_close
889,IssueComment,2022-07-13 12:11:35,olegz,fork_close
889,IssueComment,2022-07-14 18:15:45,atyamlalithya,fork_close
889,IssueComment,2022-07-26 10:01:46,olegz,fork_close
889,IssueComment,2022-07-27 15:26:28,atyamlalithya,fork_close
889,ClosePR,2022-08-03 13:23:10,olegz,fork_close
889,Referenced,2022-08-03 14:49:32,olegz,fork_close
893,SubmitCommit,2022-07-13 03:21:27,onobc,fork_merge
893,OpenPR,2022-07-13 03:21:57,onobc,fork_merge
893,MergePR,2022-07-13 12:21:28,olegz,fork_merge
893,DeleteBranch,2022-07-14 01:46:54,onobc,fork_merge
894,SubmitCommit,2022-07-13 03:21:27,onobc,fork_close
894,SubmitCommit,2022-07-13 04:35:46,onobc,fork_close
894,OpenPR,2022-07-13 04:39:49,onobc,fork_close
894,ReviewRequested,2022-07-13 04:39:52,onobc,fork_close
894,ReviewComment,2022-07-13 04:42:00,onobc,fork_close
894,ReviewComment,2022-07-13 04:43:30,onobc,fork_close
894,ReviewComment,2022-07-13 04:44:12,onobc,fork_close
894,ClosePR,2022-07-13 12:21:28,olegz,fork_close
894,DeleteBranch,2022-07-14 01:46:53,onobc,fork_close
898,SubmitCommit,2022-07-19 21:56:32,maciejwalkowiak,fork_close
898,OpenPR,2022-07-19 22:02:03,maciejwalkowiak,fork_close
898,Referenced,2022-07-26 09:47:51,olegz,fork_close
898,ClosePR,2022-07-26 09:48:39,olegz,fork_close
899,SubmitCommit,2022-07-19 22:04:29,maciejwalkowiak,fork_close
899,SubmitCommit,2022-07-19 22:35:20,maciejwalkowiak,fork_close
899,OpenPR,2022-07-19 22:36:04,maciejwalkowiak,fork_close
899,ClosePR,2022-07-26 09:51:18,olegz,fork_close
911,SubmitCommit,2022-08-05 15:14:12,asinbow,fork_merge
911,OpenPR,2022-08-05 15:22:14,asinbow,fork_merge
911,IssueComment,2022-08-05 15:22:19,pivotal-cla,fork_merge
911,IssueComment,2022-08-05 15:23:02,pivotal-cla,fork_merge
911,MergePR,2022-08-08 13:21:26,olegz,fork_merge
914,SubmitCommit,2022-08-05 20:23:10,ivcuello,fork_close
914,SubmitCommit,2022-08-05 20:25:07,ivcuello,fork_close
914,OpenPR,2022-08-05 20:31:43,ivcuello,fork_close
914,IssueComment,2022-08-08 13:24:37,olegz,fork_close
914,ClosePR,2022-08-08 13:24:38,olegz,fork_close
916,SubmitCommit,2022-08-10 13:54:40,ivcuello,fork_merge
916,OpenPR,2022-08-10 13:57:24,ivcuello,fork_merge
916,MergePR,2022-08-11 15:11:25,olegz,fork_merge
916,Referenced,2022-08-11 15:14:55,olegz,fork_merge
922,SubmitCommit,2022-08-29 16:34:57,sobychacko,fork_close
922,OpenPR,2022-08-29 16:36:41,sobychacko,fork_close
922,ClosePR,2022-08-29 16:57:08,olegz,fork_close
926,OpenPR,2022-09-21 21:17:31,sobychacko,fork_merge
926,Revise,2022-09-21 21:17:49,sobychacko,fork_merge
926,Revise,2022-09-21 21:18:24,sobychacko,fork_merge
926,MergePR,2022-09-23 12:49:12,olegz,fork_merge
928,SubmitCommit,2022-09-28 09:58:58,aleskiewicz,fork_merge
928,SubmitCommit,2022-09-28 10:04:24,aleskiewicz,fork_merge
928,OpenPR,2022-09-28 10:09:44,aleskiewicz,fork_merge
928,Revise,2022-09-28 10:24:05,aleskiewicz,fork_merge
928,MergePR,2022-10-06 16:46:01,olegz,fork_merge
931,SubmitCommit,2022-10-03 14:12:24,tzolov,fork_close
