scene,case_num,variant_num,average_trace_fitness,percentage_of_fitting_traces,precision,generalization,simplicity
unfork_merge,1291,17,0.9861400130089444,87.3741285824942,0.8346715874519974,0.8924048897169571,0.6716417910447761
