scene,case_num,variant_num,average_trace_fitness,percentage_of_fitting_traces,precision,generalization,simplicity
fork_merge,8179,2660,0.858461232427971,26.482455067856705,0.8118217258455379,0.9759254087852391,0.663716814159292
