scene,case_num,variant_num,average_trace_fitness,percentage_of_fitting_traces,precision,generalization,simplicity
unfork_close,624,72,0.9969826818611969,95.51282051282051,0.7730427371240716,0.7714611956552337,0.6744186046511628
